name,label_err1_nor0
Needle_Passing_B001_166_586.avi,1
Needle_Passing_B002_32_337.avi,1
Needle_Passing_B003_38_173.avi,0
Needle_Passing_B004_31_185.avi,0
Needle_Passing_C001_27_65.avi,1
Needle_Passing_C002_50_141.avi,0
Needle_Passing_C003_50_116.avi,0
Needle_Passing_C004_30_178.avi,0
Needle_Passing_C005_51_212.avi,1
Needle_Passing_D001_428_606.avi,1
Needle_Passing_D001_46_113.avi,0
Needle_Passing_D002_42_170.avi,0
Needle_Passing_D003_1001_1047.avi,0
Needle_Passing_D003_50_116.avi,0
Needle_Passing_D004_32_165.avi,0
Needle_Passing_D005_160_208.avi,0
Needle_Passing_D005_1_84.avi,0
Needle_Passing_E001_15_169.avi,0
Needle_Passing_E003_103_147.avi,0
Needle_Passing_E004_73_213.avi,1
Needle_Passing_E005_94_166.avi,1
Needle_Passing_F003_1_18.avi,0
Needle_Passing_F004_1_99.avi,1
Needle_Passing_H002_11_142.avi,0
Needle_Passing_H004_1_60.avi,0
Needle_Passing_H005_239_336.avi,1
Needle_Passing_I002_82_190.avi,0
Needle_Passing_I003_120_240.avi,1
Needle_Passing_I004_12_238.avi,1
Needle_Passing_I005_1_51.avi,0
