name,label_err1_nor0
NeedlePassing_B001_1114_1448.avi,0
NeedlePassing_B001_1776_2184.avi,0
NeedlePassing_B001_2656_2875.avi,0
NeedlePassing_B001_587_794.avi,1
NeedlePassing_B002_1302_1471.avi,0
NeedlePassing_B002_1801_2099.avi,0
NeedlePassing_B002_2578_2733.avi,0
NeedlePassing_B002_338_522.avi,1
NeedlePassing_B003_174_611.avi,0
NeedlePassing_B003_2015_2215.avi,0
NeedlePassing_B003_2563_2750.avi,0
NeedlePassing_B003_963_1456.avi,0
NeedlePassing_B004_1487_1666.avi,0
NeedlePassing_B004_186_515.avi,1
NeedlePassing_B004_2009_2316.avi,0
NeedlePassing_B004_981_1199.avi,0
NeedlePassing_C001_2237_2428.avi,0
NeedlePassing_C001_2676_3072.avi,0
NeedlePassing_C001_316_485.avi,0
NeedlePassing_C001_3561_3912.avi,0
NeedlePassing_C001_702_1826.avi,0
NeedlePassing_C002_1030_1386.avi,0
NeedlePassing_C002_1634_1880.avi,0
NeedlePassing_C002_2067_2635.avi,0
NeedlePassing_C002_2741_3358.avi,0
NeedlePassing_C002_473_616.avi,0
NeedlePassing_C003_1347_1839.avi,0
NeedlePassing_C003_2211_2336.avi,0
NeedlePassing_C003_2553_2710.avi,0
NeedlePassing_C003_2983_3215.avi,0
NeedlePassing_C003_368_694.avi,1
NeedlePassing_C004_1310_1605.avi,0
NeedlePassing_C004_1916_2120.avi,0
NeedlePassing_C004_378_641.avi,1
NeedlePassing_C004_873_1079.avi,0
NeedlePassing_C005_1113_1218.avi,0
NeedlePassing_C005_1400_1526.avi,0
NeedlePassing_C005_1679_2033.avi,0
NeedlePassing_C005_403_626.avi,0
NeedlePassing_D001_1189_1596.avi,0
NeedlePassing_D001_1764_2068.avi,0
NeedlePassing_D001_2488_3049.avi,0
NeedlePassing_D001_3309_3474.avi,0
NeedlePassing_D001_3751_3863.avi,0
NeedlePassing_D001_607_936.avi,0
NeedlePassing_D002_1319_1810.avi,0
NeedlePassing_D002_2069_2400.avi,0
NeedlePassing_D002_2610_2850.avi,0
NeedlePassing_D002_424_660.avi,0
NeedlePassing_D002_891_1090.avi,0
NeedlePassing_D003_1530_1839.avi,0
NeedlePassing_D003_2200_2335.avi,0
NeedlePassing_D003_2553_2709.avi,0
NeedlePassing_D003_368_798.avi,0
NeedlePassing_D004_1311_1606.avi,0
NeedlePassing_D004_1918_2125.avi,1
NeedlePassing_D004_378_639.avi,0
NeedlePassing_D004_873_1080.avi,0
NeedlePassing_D005_1269_1464.avi,0
NeedlePassing_D005_1626_1733.avi,0
NeedlePassing_D005_562_666.avi,0
NeedlePassing_D005_876_1101.avi,0
NeedlePassing_E001_1264_1539.avi,0
NeedlePassing_E001_1890_2247.avi,0
NeedlePassing_E001_2568_2776.avi,0
NeedlePassing_E001_420_552.avi,0
NeedlePassing_E001_710_898.avi,0
NeedlePassing_E003_1029_1239.avi,0
NeedlePassing_E003_1609_2028.avi,0
NeedlePassing_E003_2607_2948.avi,0
NeedlePassing_E003_509_766.avi,0
NeedlePassing_E004_1320_1469.avi,0
NeedlePassing_E004_1828_2004.avi,0
NeedlePassing_E004_2366_2919.avi,0
NeedlePassing_E004_785_997.avi,0
NeedlePassing_E005_1125_1397.avi,0
NeedlePassing_E005_1739_1911.avi,0
NeedlePassing_E005_2644_2978.avi,0
NeedlePassing_E005_553_763.avi,0
NeedlePassing_F001_1032_1198.avi,0
NeedlePassing_F001_1462_1569.avi,0
NeedlePassing_F001_148_374.avi,0
NeedlePassing_F001_579_776.avi,0
NeedlePassing_F003_1067_1201.avi,0
NeedlePassing_F003_1433_1666.avi,0
NeedlePassing_F003_1832_2099.avi,0
NeedlePassing_F003_298_801.avi,0
NeedlePassing_F004_1194_1318.avi,0
NeedlePassing_F004_1505_1594.avi,0
NeedlePassing_F004_300_455.avi,0
NeedlePassing_F004_787_951.avi,0
NeedlePassing_H002_1549_1958.avi,0
NeedlePassing_H002_2415_2694.avi,0
NeedlePassing_H002_2946_3253.avi,0
NeedlePassing_H002_636_849.avi,0
NeedlePassing_H004_141_329.avi,0
NeedlePassing_H004_821_3480.avi,0
NeedlePassing_H005_1379_1579.avi,0
NeedlePassing_H005_1882_2271.avi,0
NeedlePassing_H005_2514_2864.avi,0
NeedlePassing_H005_614_893.avi,0
NeedlePassing_I002_1082_1400.avi,0
NeedlePassing_I002_1963_2331.avi,0
NeedlePassing_I002_2740_3124.avi,0
NeedlePassing_I002_510_739.avi,0
NeedlePassing_I003_2315_2671.avi,0
NeedlePassing_I003_3391_3855.avi,0
NeedlePassing_I003_4195_4449.avi,0
NeedlePassing_I003_954_1599.avi,0
NeedlePassing_I004_1577_1838.avi,0
NeedlePassing_I004_2425_2712.avi,0
NeedlePassing_I004_3245_3662.avi,0
NeedlePassing_I004_674_925.avi,0
NeedlePassing_I005_1112_1517.avi,0
NeedlePassing_I005_1766_2136.avi,0
NeedlePassing_I005_2651_2944.avi,0
NeedlePassing_I005_449_658.avi,0
