name,label_err1_nor0
NeedlePassing_C001_66_156.avi,0
NeedlePassing_C002_142_247.avi,0
NeedlePassing_C003_117_176.avi,0
NeedlePassing_C004_179_237.avi,0
NeedlePassing_C005_213_259.avi,0
NeedlePassing_D001_114_427.avi,0
NeedlePassing_D001_2304_2408.avi,0
NeedlePassing_D001_3050_3228.avi,0
NeedlePassing_D001_3903_4026.avi,0
NeedlePassing_D002_171_320.avi,0
NeedlePassing_D002_2401_2549.avi,0
NeedlePassing_D003_1048_1198.avi,0
NeedlePassing_D003_117_247.avi,1
NeedlePassing_D004_166_290.avi,0
NeedlePassing_D005_209_383.avi,0
NeedlePassing_D005_85_159.avi,0
NeedlePassing_E001_170_334.avi,0
NeedlePassing_E003_148_508.avi,1
NeedlePassing_E004_214_395.avi,0
NeedlePassing_E005_167_368.avi,0
NeedlePassing_F001_1_67.avi,0
NeedlePassing_F003_19_204.avi,0
NeedlePassing_F004_100_299.avi,0
NeedlePassing_H002_143_249.avi,1
NeedlePassing_H004_532_682.avi,0
NeedlePassing_H004_61_140.avi,0
NeedlePassing_H005_337_518.avi,0
NeedlePassing_I002_191_509.avi,0
NeedlePassing_I003_241_415.avi,0
NeedlePassing_I004_239_437.avi,0
NeedlePassing_I005_52_251.avi,0
