name,label_err1_nor0
NeedlePassing_C001_157_315.avi,0
NeedlePassing_C002_248_472.avi,1
NeedlePassing_C002_2636_2740.avi,0
NeedlePassing_C003_177_367.avi,0
NeedlePassing_C003_2062_2210.avi,0
NeedlePassing_C003_825_1213.avi,1
NeedlePassing_C004_238_377.avi,0
NeedlePassing_C005_1069_1112.avi,0
NeedlePassing_C005_260_402.avi,0
NeedlePassing_D001_2409_2487.avi,0
NeedlePassing_D001_3229_3308.avi,0
NeedlePassing_D002_2550_2609.avi,0
NeedlePassing_D002_321_423.avi,0
NeedlePassing_D003_1199_1529.avi,0
NeedlePassing_D003_248_367.avi,0
NeedlePassing_D004_291_377.avi,0
NeedlePassing_D005_384_561.avi,0
NeedlePassing_E001_335_419.avi,0
NeedlePassing_E001_553_709.avi,0
NeedlePassing_E004_396_784.avi,0
NeedlePassing_E005_369_552.avi,0
NeedlePassing_F001_68_147.avi,0
NeedlePassing_F003_205_297.avi,0
NeedlePassing_H002_250_635.avi,0
NeedlePassing_H005_519_613.avi,0
NeedlePassing_I003_416_953.avi,0
NeedlePassing_I004_438_673.avi,0
NeedlePassing_I005_252_448.avi,0
