name,label_err1_nor0
NeedlePassing_B001_1632_1775.avi,0
NeedlePassing_B001_2499_2655.avi,0
NeedlePassing_B001_963_1113.avi,0
NeedlePassing_B002_1133_1301.avi,0
NeedlePassing_B002_1689_1800.avi,0
NeedlePassing_B002_2471_2577.avi,0
NeedlePassing_B003_1773_2014.avi,0
NeedlePassing_B003_2446_2562.avi,0
NeedlePassing_B003_841_962.avi,0
NeedlePassing_B004_1393_1486.avi,0
NeedlePassing_B004_1892_2008.avi,0
NeedlePassing_B004_873_980.avi,0
NeedlePassing_C001_2150_2236.avi,0
NeedlePassing_C001_2604_2675.avi,0
NeedlePassing_C001_3397_3560.avi,0
NeedlePassing_C001_636_701.avi,0
NeedlePassing_C002_1498_1633.avi,1
NeedlePassing_C002_2001_2066.avi,0
NeedlePassing_C002_964_1029.avi,0
NeedlePassing_C003_1258_1346.avi,1
NeedlePassing_C003_2472_2552.avi,0
NeedlePassing_C003_2871_2982.avi,0
NeedlePassing_C004_1198_1309.avi,0
NeedlePassing_C004_1820_1915.avi,0
NeedlePassing_C004_805_872.avi,0
NeedlePassing_C005_1004_1068.avi,0
NeedlePassing_C005_1339_1399.avi,0
NeedlePassing_C005_1624_1678.avi,0
NeedlePassing_D001_1123_1188.avi,0
NeedlePassing_D001_1711_1763.avi,0
NeedlePassing_D001_2235_2303.avi,0
NeedlePassing_D001_3660_3750.avi,0
NeedlePassing_D002_1220_1318.avi,0
NeedlePassing_D002_1992_2068.avi,0
NeedlePassing_D002_806_890.avi,0
NeedlePassing_D003_2126_2199.avi,0
NeedlePassing_D003_2472_2552.avi,0
NeedlePassing_D003_2872_2983.avi,0
NeedlePassing_D004_1199_1310.avi,0
NeedlePassing_D004_1822_1917.avi,0
NeedlePassing_D004_806_872.avi,0
NeedlePassing_D005_1186_1268.avi,0
NeedlePassing_D005_1569_1625.avi,0
NeedlePassing_D005_800_875.avi,0
NeedlePassing_E001_1160_1263.avi,1
NeedlePassing_E001_1761_1889.avi,0
NeedlePassing_E001_2478_2567.avi,0
NeedlePassing_E003_1458_1608.avi,0
NeedlePassing_E003_2382_2606.avi,0
NeedlePassing_E003_959_1028.avi,0
NeedlePassing_E004_1230_1319.avi,0
NeedlePassing_E004_1734_1827.avi,0
NeedlePassing_E004_2252_2365.avi,0
NeedlePassing_E005_1617_1738.avi,0
NeedlePassing_E005_2504_2643.avi,0
NeedlePassing_E005_986_1124.avi,0
NeedlePassing_F001_1385_1461.avi,0
NeedlePassing_F001_480_578.avi,0
NeedlePassing_F001_963_1031.avi,0
NeedlePassing_F003_1349_1432.avi,0
NeedlePassing_F003_1769_1831.avi,0
NeedlePassing_F003_987_1066.avi,0
NeedlePassing_F004_1134_1193.avi,0
NeedlePassing_F004_1445_1504.avi,0
NeedlePassing_F004_582_786.avi,0
NeedlePassing_H002_1452_1548.avi,0
NeedlePassing_H002_2897_2945.avi,0
NeedlePassing_H004_725_820.avi,0
NeedlePassing_H005_1287_1378.avi,0
NeedlePassing_H005_1800_1881.avi,0
NeedlePassing_H005_2448_2513.avi,0
NeedlePassing_I002_1865_1962.avi,0
NeedlePassing_I002_2641_2739.avi,0
NeedlePassing_I002_995_1081.avi,0
NeedlePassing_I003_2193_2314.avi,0
NeedlePassing_I003_3205_3390.avi,0
NeedlePassing_I003_4070_4194.avi,0
NeedlePassing_I004_1336_1576.avi,0
NeedlePassing_I004_2307_2424.avi,0
NeedlePassing_I004_3174_3244.avi,0
NeedlePassing_I005_1720_1765.avi,0
NeedlePassing_I005_2487_2650.avi,0
NeedlePassing_I005_989_1111.avi,0
