name,label_err1_nor0
NeedlePassing_B001_1449_1492.avi,0
NeedlePassing_B001_2185_2340.avi,0
NeedlePassing_B001_2876_2922.avi,0
NeedlePassing_B001_795_821.avi,0
NeedlePassing_B002_1472_1531.avi,0
NeedlePassing_B002_2100_2371.avi,0
NeedlePassing_B002_2734_2807.avi,0
NeedlePassing_B002_523_625.avi,0
NeedlePassing_B003_1457_1583.avi,0
NeedlePassing_B003_2751_2845.avi,0
NeedlePassing_B003_612_715.avi,0
NeedlePassing_B004_1200_1282.avi,0
NeedlePassing_B004_1667_1745.avi,0
NeedlePassing_B004_2317_2404.avi,0
NeedlePassing_B004_516_686.avi,0
NeedlePassing_C001_1827_1931.avi,0
NeedlePassing_C001_2429_2503.avi,0
NeedlePassing_C001_3073_3182.avi,0
NeedlePassing_C001_3913_4001.avi,0
NeedlePassing_C001_486_553.avi,0
NeedlePassing_C002_1387_1429.avi,0
NeedlePassing_C002_1881_1943.avi,0
NeedlePassing_C002_3359_3445.avi,0
NeedlePassing_C002_617_762.avi,0
NeedlePassing_C003_1840_2061.avi,0
NeedlePassing_C003_2337_2382.avi,0
NeedlePassing_C003_2711_2783.avi,0
NeedlePassing_C003_3216_3373.avi,0
NeedlePassing_C003_695_797.avi,0
NeedlePassing_C004_1080_1145.avi,0
NeedlePassing_C004_1606_1664.avi,0
NeedlePassing_C004_2121_2216.avi,0
NeedlePassing_C004_642_703.avi,0
NeedlePassing_C005_1219_1285.avi,0
NeedlePassing_C005_1527_1583.avi,0
NeedlePassing_C005_2034_2113.avi,0
NeedlePassing_C005_627_744.avi,0
NeedlePassing_D001_1597_1669.avi,0
NeedlePassing_D001_2069_2153.avi,0
NeedlePassing_D001_3475_3614.avi,0
NeedlePassing_D001_3864_3902.avi,0
NeedlePassing_D001_937_978.avi,0
NeedlePassing_D002_1091_1134.avi,0
NeedlePassing_D002_1811_1881.avi,0
NeedlePassing_D002_2851_2957.avi,0
NeedlePassing_D002_661_746.avi,0
NeedlePassing_D003_1840_1994.avi,0
NeedlePassing_D003_2336_2382.avi,0
NeedlePassing_D003_2710_2786.avi,0
NeedlePassing_D004_1081_1147.avi,0
NeedlePassing_D004_1607_1676.avi,0
NeedlePassing_D004_2126_2219.avi,0
NeedlePassing_D004_640_704.avi,0
NeedlePassing_D005_1102_1156.avi,0
NeedlePassing_D005_1465_1523.avi,0
NeedlePassing_D005_1734_1779.avi,0
NeedlePassing_D005_667_723.avi,0
NeedlePassing_E001_1540_1640.avi,0
NeedlePassing_E001_2248_2354.avi,0
NeedlePassing_E001_2777_2850.avi,0
NeedlePassing_E001_899_943.avi,0
NeedlePassing_E003_1240_1333.avi,0
NeedlePassing_E003_2029_2282.avi,0
NeedlePassing_E003_2949_3063.avi,0
NeedlePassing_E003_767_833.avi,0
NeedlePassing_E004_1470_1550.avi,0
NeedlePassing_E004_2005_2086.avi,0
NeedlePassing_E004_2920_3031.avi,0
NeedlePassing_E004_998_1105.avi,0
NeedlePassing_E005_1398_1469.avi,0
NeedlePassing_E005_1912_2426.avi,0
NeedlePassing_E005_2979_3051.avi,0
NeedlePassing_E005_764_844.avi,0
NeedlePassing_F001_1199_1331.avi,0
NeedlePassing_F001_1570_1657.avi,0
NeedlePassing_F001_375_479.avi,0
NeedlePassing_F001_777_884.avi,0
NeedlePassing_F003_1202_1271.avi,0
NeedlePassing_F003_1667_1730.avi,0
NeedlePassing_F003_2100_2169.avi,0
NeedlePassing_F003_802_921.avi,0
NeedlePassing_F004_1319_1394.avi,0
NeedlePassing_F004_1595_1657.avi,0
NeedlePassing_F004_456_525.avi,0
NeedlePassing_F004_952_1039.avi,0
NeedlePassing_H002_1959_2058.avi,0
NeedlePassing_H002_2695_2771.avi,0
NeedlePassing_H002_3254_3367.avi,0
NeedlePassing_H002_850_950.avi,0
NeedlePassing_H002_951_1307.avi,0
NeedlePassing_H004_330_407.avi,0
NeedlePassing_H005_1580_1685.avi,0
NeedlePassing_H005_2272_2354.avi,0
NeedlePassing_H005_2865_2980.avi,0
NeedlePassing_H005_894_987.avi,0
NeedlePassing_I002_1401_1523.avi,0
NeedlePassing_I002_2332_2414.avi,0
NeedlePassing_I002_3125_3190.avi,0
NeedlePassing_I002_740_844.avi,0
NeedlePassing_I003_1600_1796.avi,0
NeedlePassing_I003_3856_3912.avi,0
NeedlePassing_I003_4450_4500.avi,0
NeedlePassing_I004_1839_2025.avi,0
NeedlePassing_I004_2713_2870.avi,0
NeedlePassing_I004_3663_3734.avi,0
NeedlePassing_I004_926_1061.avi,0
NeedlePassing_I005_1518_1579.avi,0
NeedlePassing_I005_2137_2215.avi,0
NeedlePassing_I005_2945_3017.avi,0
NeedlePassing_I005_659_755.avi,0
