,files,label_err1_nor0
82,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B001_2496_2679.avi,1
72,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B001_3156_3308.avi,1
32,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B001_4847_4983.avi,1
112,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B002_1116_1272.avi,1
3,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B002_1891_2011.avi,1
71,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B002_2773_2877.avi,1
70,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B003_1395_1526.avi,1
65,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B003_2196_2370.avi,1
73,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B003_702_919.avi,1
80,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B004_1604_1722.avi,1
83,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B004_2327_2429.avi,1
44,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B004_877_1015.avi,1
67,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B005_1116_1186.avi,1
48,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B005_1668_1779.avi,1
86,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_B005_2235_2329.avi,1
111,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C001_1794_1915.avi,0
47,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C001_2411_2529.avi,1
76,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C001_855_1039.avi,0
78,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C002_2164_2334.avi,0
45,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C002_902_1029.avi,1
42,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C003_1489_1607.avi,1
69,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C003_2058_2212.avi,1
91,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C003_830_956.avi,1
39,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C004_1200_1322.avi,0
60,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C004_1703_1775.avi,1
107,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C004_584_710.avi,0
110,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C005_1057_1160.avi,1
19,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C005_1589_1681.avi,1
62,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_C005_493_570.avi,0
11,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D001_1701_1772.avi,0
100,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D001_2165_2243.avi,0
7,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D001_854_1052.avi,1
9,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D002_1002_1085.avi,0
5,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D002_1490_1563.avi,0
98,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D002_523_630.avi,0
81,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G4/Suturing_D003_1266_1339.avi,0
