,files,label_err1_nor0
61,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B001_1125_1401.avi,0
72,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B001_1784_2285.avi,0
142,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B001_2751_2976.avi,0
69,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B001_3660_4011.avi,0
84,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B001_4375_4704.avi,0
150,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B001_5060_5354.avi,0
136,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B001_661_954.avi,0
67,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B002_1403_1729.avi,0
39,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B002_2095_2481.avi,0
31,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B002_2937_3127.avi,0
40,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B002_614_862.avi,0
146,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B003_1596_1929.avi,0
60,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B003_222_522.avi,0
85,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B003_2437_2683.avi,0
156,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B003_983_1205.avi,0
131,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B004_129_696.avi,0
86,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B004_1800_2186.avi,0
135,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B005_1262_1489.avi,0
57,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B005_1846_2089.avi,0
163,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B005_2373_2588.avi,0
115,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_B005_517_967.avi,0
70,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C001_1355_1581.avi,0
16,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C001_2017_2253.avi,0
154,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C001_2624_2782.avi,0
158,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C001_414_781.avi,0
37,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C002_1322_1505.avi,0
92,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C002_1860_2086.avi,0
51,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C002_2413_2833.avi,0
56,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C002_462_785.avi,0
23,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C003_1161_1324.avi,0
3,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C003_1708_1928.avi,0
134,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C003_2260_2504.avi,0
91,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C003_475_713.avi,0
120,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C004_1412_1602.avi,0
33,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C004_1877_2050.avi,0
0,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C004_314_458.avi,0
76,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C004_844_1073.avi,0
88,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C005_1361_1491.avi,0
97,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C005_1751_2188.avi,0
130,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C005_300_391.avi,0
112,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_C005_677_858.avi,0
155,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_D001_1150_1561.avi,0
99,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_D001_1883_2066.avi,0
111,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_D001_2314_2583.avi,0
122,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_D001_426_541.avi,0
123,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_D002_1173_1317.avi,0
38,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G3/Suturing_D002_1614_1842.avi,0
