,files,label_err1_nor0
4,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D001_1617_1700.avi,0
5,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D001_2115_2164.avi,0
13,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D001_636_853.avi,1
0,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D002_1383_1489.avi,0
15,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D002_1894_1912.avi,0
2,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D002_428_522.avi,1
9,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D002_941_1001.avi,1
21,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D003_1013_1240.avi,1
3,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D003_1636_1689.avi,0
16,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D003_2185_2226.avi,0
23,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D003_485_589.avi,1
11,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D004_1021_1153.avi,1
6,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D004_1730_2039.avi,1
17,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D004_2510_2555.avi,0
18,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D004_542_655.avi,1
22,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D005_1337_1373.avi,0
19,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D005_1679_1714.avi,0
14,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D005_467_528.avi,1
10,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_D005_876_930.avi,0
1,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_E004_1810_1902.avi,0
7,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_G001_4557_4716.avi,1
12,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_H003_1114_1162.avi,1
8,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_H004_2015_2059.avi,0
20,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G9/Suturing_H004_991_1022.avi,0
