,files,label_err1_nor0
102,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B001_2286_2495.avi,0
92,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B001_2977_3155.avi,0
26,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B001_4705_4846.avi,0
60,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B001_5355_5447.avi,0
5,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B002_1730_1890.avi,0
17,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B002_2482_2772.avi,1
142,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B002_3128_3289.avi,0
32,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B002_863_1115.avi,0
79,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B003_1206_1394.avi,0
12,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B003_1930_2195.avi,1
8,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B003_2684_3116.avi,0
138,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B003_523_701.avi,0
56,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B004_1418_1603.avi,0
104,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B004_2187_2326.avi,0
157,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B004_2861_3069.avi,0
143,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B004_697_876.avi,0
96,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B005_1490_1667.avi,0
81,/home/student/Documents/Research/IJCARS/Gesture_Clips/Suturing/G6/Suturing_B005_2090_2234.avi,0
